,category_de,name_de,algorithmus,description,statistical_basis,category_nl,name_nl,algorithmus_nl,description_nl,statistical_basis_nl
84,Beschäftigung und Erwerbstätigkeit,Erwerbstätige Sekundärer Sektor,Erwerbstätige im Sekundären Sektor <Zeitpunkt> / Erwerbstätige <Zeitpunkt> x 100,"Der Anteil der im sekundären Sektor tätigen Erwerbstätigen. Der sekundäre Sektor umfasst das Produzierende Gewerbe und damit die Wirtschaftsabschnitte (WZ 2008, NACE Rev. 2) B, C, D, E, F. Erwerbstätige sind Personen, die während der Referenzwoche einer Beschäftigung nachgegangen sind, für die sie ein Entgelt in Form von Lohn oder sonstigen Einkünften erhalten haben, einschließlich derjenigen, die in einem Arbeitsverhältnis standen, aber vorübergehend vom Arbeitsplatz abwesend waren. Eingeschlossen sind also auch Selbstständige sowie mithelfende Familienangehörige. Daten für Frankreich ohne französische Überseegebiete. ",Arbeitskreis Erwerbstätigenrechnung der Länder,Werkgelegenheid en werkgelegenheid,Werkzamen Secundaire sector,Werkzame personen in de secundaire sector <Tijdpunt> / Werkzame personen <Tijdpunt> x 100,"De secundaire sector omvat de productiesector en dus de economische sectoren (EZ 2008, NACE Rev. 2) B, C, D, E, F. Werkzame personen zijn personen die gedurende de referentieweek een baan hebben gevolgd waarvoor zij een beloning hebben ontvangen in de vorm van loon of andere inkomsten, met inbegrip van werknemers die tijdelijk van de baan waren verdwenen, met inbegrip van zelfstandigen en meewerkende gezinsleden. Gegevens voor Frankrijk zonder Franse overzeese gebieden.",Werkgroep Arbeidskrachtenrekeningen van de landen
85,Beschäftigung und Erwerbstätigkeit,Erwerbstätige Tertiärer Sektor,Erwerbstätige im Tertiären Sektor <Zeitpunkt> / Erwerbstätige <Zeitpunkt> x 100,"Der Anteil der im tertiären Sektor tätigen Erwerbstätigen. Der tertiäre Sektor umfasst den Dienstleistungssektor und damit die Wirtschaftsabschnitte (WZ 2008, NACE Rev. 2) G bis T. Erwerbstätige sind Personen, die während der Referenzwoche einer Beschäftigung nachgegangen sind, für die sie ein Entgelt in Form von Lohn oder sonstigen Einkünften erhalten haben, einschließlich derjenigen, die in einem Arbeitsverhältnis standen, aber vorübergehend vom Arbeitsplatz abwesend waren. Eingeschlossen sind also auch Selbstständige sowie mithelfende Familienangehörige. Daten für Frankreich ohne französische Überseegebiete. ",Arbeitskreis Erwerbstätigenrechnung der Länder,Werkgelegenheid en werkgelegenheid,Werkgelegenheid in de tertiaire sector,Werkzame personen in de tertiaire sector <Tijdpunt> / Werkzame personen <Tijdpunt> x 100,"De tertiaire sector omvat de dienstensector en dus de economische sectoren (EZ 2008, NACE Rev. 2) G tot en met T. Werkzame personen zijn personen die gedurende de referentieweek een baan hebben gevolgd waarvoor zij een beloning hebben ontvangen in de vorm van loon of andere inkomsten, met inbegrip van werknemers die tijdelijk van de baan waren verdwenen, met inbegrip van zelfstandigen en meewerkende gezinsleden. Gegevens voor Frankrijk zonder Franse overzeese gebieden.",Werkgroep Arbeidskrachtenrekeningen van de landen
86,Beschäftigung und Erwerbstätigkeit,Beschäftigte in Kreativbranchen,SV Beschäftigte AO in Kreativbranchen <Zeitpunkt> / SV Beschäftigte AO <Zeitpunkt> x 100,"Der Anteil der in Kreativbranchen tätigen sozialversicherungspflichtig Beschäftigten. Die Abgrenzung der Kultur- und Kreativwirtschaft erfolgt nach dem Arbeitskreis Kulturstatistik e.V. anhand der Klassifikation der Wirtschaftszweige (WZ 2008): Verlagsgewerbe, Filmwirtschaft, Tonträgerindustrie/Musikverlage, Rundfunkwirtschaft, kulturelle Wirtschaftszweige, Bibliotheken/Museen, Handel mit Kulturgütern, Architektur, Design, Werbung, Software/Games. Sozialversicherungspflichtig Beschäftigte sind Arbeiter, Angestellte und Personen in beruflicher Ausbildung, die in der gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind. Keine Berücksichtigung finden hier also Beamte, Selbständige, mithelfende Familienangehörige oder geringfügig Beschäftigte. Insgesamt werden so nur rund 75% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Besonders in der Kreativwirtschaft sind häufig Freiberufler und Selbstständige tätig, weswegen die SV Beschäftigten insbesondere für diese Gruppe nur eine eingeschränkte Aussagekraft aufweisen. Es handelt sich um SV Beschäftigte am Arbeitsort.",Beschäftigtenstatistik der Bundesagentur für Arbeit,Werkgelegenheid en werkgelegenheid,Werknemers in creatieve sectoren,SV Werknemers AO in creatieve sectoren <tijdpunt> / SV Werknemers AO <tijdpunt> x 100,"De definitie van de culturele en creatieve sector is gebaseerd op de Culturele Statistieken e.V. op de classificatie van economische activiteiten (WC 2008): uitgeverij, filmindustrie, fonogramindustrie/muziekuitgever, omroep, culturele sectoren, bibliotheken/musea, handel in cultuurgoederen, architectuur, ontwerp, reclame, software/games. Werknemers in de sociale zekerheid zijn werknemers, werknemers en werknemers in de beroepsopleiding die verplicht zijn in de wettelijke pensioen-, ziekte- en/of werkloosheidsverzekering. Hierbij wordt dus geen rekening gehouden met ambtenaren, zelfstandigen, meewerkende gezinsleden of kleine werknemers. In totaal wordt slechts ongeveer 75% van de werknemers geregistreerd. Ondanks deze beperking worden werknemers van de sociale zekerheid gebruikt als maatstaf van de werkgelegenheid die beschikbaar is voor de arbeidsmarkt. Met name in de creatieve sector zijn er veel vrije beroepen en zelfstandigen, waardoor de werknemers van de SV slechts een beperkte betekenis hebben voor deze groep. Het gaat om werknemers van de SV op de werkplek.",Werknemersstatistieken van het Bundes Agency für Arbeit
87,Beschäftigung und Erwerbstätigkeit,Beschäftigte in wissensintensiven Industrien,"SV Beschäftigte AO in den WZ 20, 21, 26-30 <Zeitpunkt> / SV Beschäftigte AO <Zeitpunkt> x 100 ","Der Anteil der in wissens- bzw. forschungsintensiven Industrien tätigen sozialversicherungspflichtig Beschäftigten. Er ist ein Hinweis auf technologische Leistungsfähigkeit und hat einen hohen Akademikeranteil unter den Beschäftigten. Wissens- bzw. forschungsintensive Industrien (nach WZ 2008, NIW/ISI/ZEW-Liste 2010) sind folgende Abteilungen: 20 (Herst. v. chem. Erzeugnissen), 21 (Herst. v. pharmazeut. Erzeugnissen), 26 (Herst. v. Datenverarbeitungsgeräten, elektron. u. optischen Erzeugnissen), 27 (Herst. v. elektrischen Ausrüstungen), 28 (Maschinenbau), 29 (Herst. v. Kraftwagen u. Teilen), 30 (sonst. Fahrzeugbau). Sozialversicherungspflichtig Beschäftigte sind Arbeiter, Angestellte und Personen in beruflicher Ausbildung, die in der gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind. Keine Berücksichtigung finden hier also Beamte, Selbständige, mithelfende Familienangehörige oder geringfügig Beschäftigte. Insgesamt werden so nur rund 75% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Es handelt sich um SV Beschäftigte am Arbeitsort.",Beschäftigtenstatistik der Bundesagentur für Arbeit,Werkgelegenheid en werkgelegenheid,Werknemers in kennisintensieve industrieën,"SV Werknemers AO in WZ 20, 21, 26-30 <Tijdpunt> / SV Werknemers AO <Tijdpunt> x 100","Het percentage werknemers dat in kennis- of onderzoeksintensieve industrieën werkzaam is, is afhankelijk van de sociale zekerheid. Het is een indicatie van de technologische prestaties en heeft een hoog percentage van de arbeidskrachten. Kennis- en onderzoeksintensieve industrieën (volgens de lijst van 2010 van de WZ 2008, NIW/ISI/ZEW) zijn de volgende afdelingen: 20 (van de eerste tot de tweede categorie), 21 (van de eerste categorie producten), 26 (van de eerste categorie producten), 26 (van de eerste categorie computers, elektron. &amp; optische producten), 27 (van de eerste categorie elektrische apparatuur), 28 (van de eerste categorie auto's en onderdelen), 29 (van de tweede categorie), 30 (van de tweede categorie auto's), 30 (van de derde categorie) en 30 (van de derde categorie) werknemers zijn werknemers, werknemers en werknemers in de beroeps opleiding die verplicht zijn verzekerd in de wettelijke pensioen-, ziekte- en/of werkloosheidsverzekering.",Werknemersstatistieken van het Bundes Agency für Arbeit
88,Beschäftigung und Erwerbstätigkeit,Anteil Erwerbstätige Verarbeitendes Gewerbe an Industrie,Erwerbstätige im Verarbeitenden Gewerbe <Zeitpunkt> / Erwerbstätige im Sekundären Sektor <Zeitpunkt> x 100,"Der Anteil der Erwerbstätigen im Verarbeitenden Gewerbe an den Erwerbstätigen im sekundären Sektor. Der sekundäre Sektor umfasst das Produzierende Gewerbe und damit die Wirtschaftsabschnitte (WZ 2008, NACE Rev. 2) B, C, D, E, F. Das Verarbeitende Gewerbe umfasst den Wirtschaftsabschnitt (WZ 2008, NACE Rev. 2) C. Erwerbstätige sind Personen, die während der Referenzwoche einer Beschäftigung nachgegangen sind, für die sie ein Entgelt in Form von Lohn oder sonstigen Einkünften erhalten haben, einschließlich derjenigen, die in einem Arbeitsverhältnis standen, aber vorübergehend vom Arbeitsplatz abwesend waren. Eingeschlossen sind also auch Selbstständige sowie mithelfende Familienangehörige.",Arbeitskreis Erwerbstätigenrechnung der Länder,Werkgelegenheid en werkgelegenheid,Aandeel van de verwerkende industrie in de industrie,Werkzame personen in de be- en verwerkende industrie < Tijdpunt> / Werkzame personen in de secundaire sector < Tijdpunt> x 100,"Het aandeel van de werknemers in de verwerkende industrie in de secundaire sector. De secundaire sector omvat de productieve industrie en dus de economische sectoren (EZ 2008, NACE Rev. 2) B, C, D, E, F. De be- en verwerkende industrie omvat het economische segment (EZ 2008, NACE Rev. 2) C. Werkzame personen zijn personen die gedurende de referentieweek een baan hebben gevolgd waarvoor zij een beloning in de vorm van loon of andere inkomsten hebben ontvangen, met inbegrip van degenen die in een arbeidsverhouding stonden maar tijdelijk afwezig waren.",Werkgroep Arbeidskrachtenrekeningen van de landen
89,Beschäftigung und Erwerbstätigkeit,Anteil Erwerbstätige Finanz- und Unternehmensdienstleistungen,"Erwerbstätige Finanz-, Versicherungs- und Unternehmensdienstleister!. Grundstücks- und Wohnungswesen < Zeitpunkt> / Erwerbstätige in Dienstleistungsbereichen <Zeitpunkt>  x 100","Der Anteil der Erwerbstätigen in Finanz-, Versicherungs- und Unternehmensdienstleistungen sowie im Grundstücks- und Wohnungswesen an den Erwerbstätigen im Tertiären Sektor. Der tertiäre Sektor umfasst den Dienstleistungssektor und damit  die Wirtschaftsabschnitte (WZ 2008, NACE Rev. 2) G bis T. Erwerbstätige sind Personen, die während der Referenzwoche einer Beschäftigung nachgegangen sind, für die sie ein Entgelt in Form von Lohn oder sonstigen Einkünften erhalten haben, einschließlich derjenigen, die in einem Arbeitsverhältnis standen, aber vorübergehend vom Arbeitsplatz abwesend waren. Eingeschlossen sind also auch Selbstständige sowie mithelfende Familienangehörige.",Arbeitskreis Erwerbstätigenrechnung der Länder,Werkgelegenheid en werkgelegenheid,Aandeel werknemers in financiële en zakelijke diensten,"Werkzamen van financiële, verzekerings- en bedrijfsdiensten...................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................","Het aandeel van de werknemers in de financiële, verzekerings- en zakelijke dienstverlening, alsmede in de grond- en woningsector in de tertiaire sector. De tertiaire sector omvat de dienstensector en dus de economische sectoren (WC 2008, NACE Rev. 2) G tot en met T. Werkzame personen zijn personen die gedurende de referentieweek een baan hebben gevolgd waarvoor zij een beloning hebben ontvangen in de vorm van loon of andere inkomsten, met inbegrip van degenen die in een arbeidsverhouding stonden, maar tijdelijk afwezig waren van de baan, met inbegrip van zelfstandigen en meewerkende gezinsleden.",Werkgroep Arbeidskrachtenrekeningen van de landen
90,Beschäftigung und Erwerbstätigkeit,Beschäftigte im Handwerk,SV Beschäftigte AO in Handwerksbetrieben <Zeitpunkt> / SV Beschäftigte AO <Zeitpunkt> x 100,"Der Anteil der im Handwerk tätigen sozialversicherungspflichtig Beschäftigten. Bei der Handwerkszählung werden nur selbstständige Handwerksunternehmen die aus handels- bzw. steuerrechtlichen Gründen Bücher führen müssen einbezogen. Sie müssen weiterhin bei der Handwerkskammer geführt werden, mindestens einen sozialversicherungspflichtig Beschäftigten sowie einen steuerbaren Umsatz von 17.500 € im Jahr erwirtschaftet haben. Stichtag der Handwerkszählung ist der 31.12. eines Jahres. Sozialversicherungspflichtig Beschäftigte sind Arbeiter, Angestellte und Personen in beruflicher Ausbildung, die in der gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind. Keine Berücksichtigung finden hier also Beamte, Selbständige, mithelfende Familienangehörige oder geringfügig Beschäftigte. Insgesamt werden so nur rund 75% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Es handelt sich um SV Beschäftigte am Arbeitsort.",Handwerkszählung des Bundes und der Länder,Werkgelegenheid en werkgelegenheid,Werknemers in de ambachtelijke sector,SV Werknemers AO in ambachtelijke bedrijven <tijdpunt> / SV Werknemers AO < tijdpunt> x 100,"Het aandeel van de werknemers die in de ambachtelijke sector werkzaam zijn, is afhankelijk van de sociale zekerheid. Bij de handwerktelling worden alleen zelfstandige ambachtelijke ondernemingen die om commerciële of fiscale redenen een boekhouding moeten bijhouden. Zij moeten worden gehandhaafd bij de Kamer van ambachten, ten minste één werknemer die een sociale verzekering verschuldigd is, en een belastbare omzet van 17.500 euro per jaar. De datum van de ambachtelijke telling is 31 december van een jaar. De werknemers in de sociale zekerheid zijn werknemers, werknemers en werknemers in de beroepsopleiding die verplicht zijn verzekerd in de wettelijke pensioen-, ziekte- en/of werkloosheidsverzekering. Hierbij wordt dus geen rekening gehouden met ambtenaren, zelfstandigen, medewerkende gezinsleden of kleine werknemers. In totaal wordt slechts ongeveer 75% van de werknemers gedekt. Ondanks deze beperking worden de werknemers die een sociale verzekering moeten betalen, gebruikt als maatstaf van de werkgelegenheid die beschikbaar is voor de arbeidsmarkt. Het gaat hier om werknemers op de arbeidsplaats.",Ambachtstelling van de Bondsregering en de deelstaten
91,Beschäftigung und Erwerbstätigkeit,Teilzeitbeschäftigte,SV Beschäftigte AO (Teilzeit) <Zeitpunkt> / SV Beschäftigte AO <Zeitpunkt> x 100,"Ausmaß der Teilzeitbeschäftigung (nach Klassifikation der Berufe 2010) der sozialversicherungspflichtig Beschäftigten am Arbeitsort in %. Teilzeitbeschäftigungsverhältnisse sind nach wie vor durch hohe Frauenanteile charakterisiert. Der Indikator kann ein Hinweis auf 'moderne' Strukturbedingungen (bspw. Vereinbarkeit von Familie und Erwerbsleben) sein. Allerdings gibt es hierunter auch unfreiwillig Teilzeitbeschäftigte, die gerne Vollzeit arbeiten würden, jedoch keine entsprechende Stelle auf dem Arbeitsmarkt finden. Sozialversicherungspflichtig Beschäftigte sind Arbeiter, Angestellte und Personen in beruflicher Ausbildung, die in der gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind. Keine Berücksichtigung finden hier also Beamte, Selbständige, mithelfende Familienangehörige oder geringfügig Beschäftigte. Insgesamt werden so nur rund 75% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet.",Beschäftigtenstatistik der Bundesagentur für Arbeit,Werkgelegenheid en werkgelegenheid,Parttime werknemers,SV Werknemers AO (deeltijd) <Tijdpunt> / SV Werknemers AO <Tijdpunt> x 100,"De omvang van de deeltijdse arbeid (volgens de classificatie van beroepen 2010) van de werknemers die een sociale verzekering hebben op de werkplek in %. Deeltijdarbeid wordt nog steeds gekenmerkt door een hoog percentage vrouwen. De indicator kan een indicatie zijn van'moderne' structurele omstandigheden (bv. het combineren van gezin en werk). Hieronder zijn echter ook niet-vrijwillig parttime werknemers die fulltime willen werken, maar geen baan vinden. Werknemers in de sociale zekerheid zijn werknemers, werknemers in de beroepsopleiding die verplicht zijn verzekerd in de wettelijke pensioen-, ziekte- en/of werkloosheidsverzekering. Hierbij wordt dus geen rekening gehouden met ambtenaren, zelfstandigen, meewerkende gezinsleden of kleine werknemers.",Werknemersstatistieken van het Bundes Agency für Arbeit
92,Beschäftigung und Erwerbstätigkeit,Beschäftigtenquote Ausländer,(ausländische SV Beschäftigte WO <Zeitpunkt> / ausländische E 15 -< 65 Jahre <Zeitpunkt> ) / (SV Beschäftigte WO <Zeitpunkt> / E 15 -< 65 Jahre <Zeitpunkt> ) ) x 100,"Die Beschäftigungsquote von Ausländerinnen und Ausländern ist definiert als der Anteil an Personen nichtdeutscher Staatsangehörigkeit, der sozialversicherungspflichtig beschäftigt ist. Der betrachtete Indikator setzt diese Quote ins Verhältnis zur Beschäftigungsquote innerhalb der Gesamtbevölkerung und lässt auf diese Weise Rückschlüsse über die Positionierung von Ausländerinnen und Ausländern am deutschen Arbeitsmarkt zu. Der Indikator bildet das Ziel mit leichten Einschränkungen ab. Die Betrachtung der Beschäftigungsquote von Ausländerinnen und Ausländern gibt zwar Hinweise auf deren wirtschaftliche Inklusion, die gesamte Inklusion im politischen und sozialen Sinne ist hierdurch jedoch noch nicht abgedeckt. Ebenso können Einwanderer zwar grundsätzlich im Arbeitsmarkt integriert (d.h. in Beschäftigung sein), aber immer noch von Diskriminierung (z.B. in der Form niedrigerer Löhne) betroffen sein. Bei der Bezugsgröße Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Es bestehen leichte Unterschiede zu den im „Wegweiser Kommune“/SDG-Portal der Bertelsmann-Stiftung veröffentlichten Werte, die sich durch eine unterschiedliche Behandlung von Gebietsstandsänderungen sowie Rückrechnungen der Bevölkerung nach Altersklassen ergeben.",Beschäftigtenstatistik der Bundesagentur für Arbeit,Werkgelegenheid en werkgelegenheid,Arbeidsparticipatie Buitenlanders,"(buitenlandse SV werknemers WO < tijdpunt> / buitenlandse E 15 --"" 65 jaar < tijdpunt>) / (SV werknemers WO < tijdpunt> / E 15 --"" 65 jaar < tijdpunt>) ) x 100","De arbeidsparticipatie van buitenlandse werknemers wordt gedefinieerd als het percentage personen van niet-Duitse nationaliteit die verplicht is om sociale zekerheid te betalen. De beschouwde indicator stelt dit percentage in verhouding tot de arbeidsparticipatie binnen de totale bevolking en geeft op die manier een indicatie van de positionering van buitenlandse werknemers op de Duitse arbeidsmarkt. De indicator vormt het doel met lichte beperkingen. De analyse van de arbeidsparticipatie van buitenlandse werknemers geeft weliswaar aanwijzingen over hun economische inclusie, maar de totale inclusie in de politieke en sociale zin is nog niet gedekt. Ook kunnen immigranten, hoewel zij in principe geïntegreerd zijn in de arbeidsmarkt (d.w.z. in werkgelegenheid), nog steeds te maken hebben met discriminatie (b.v. in de vorm van lagere lonen). Bij de referentiepopulatie moet worden opgemerkt dat de cijfers vóór 2011 op basis van de volkstelling 1987 (BRD) en 1981 (DDR) en vanaf 2011 op basis van de actualisering op basis van de Zensus 2011 zijn gebaseerd.",Werknemersstatistieken van het Bundes Agency für Arbeit
93,Beschäftigung und Erwerbstätigkeit,Beschäftigtenquote,SV Beschäftigte im Alter von 15 bis 64 Jahren am Wohnort <Zeitpunkt> / E 15 -< 65 Jahre <Zeitpunkt> x 100,"Die Beschäftigungsquote gibt den Anteil der sozialversicherungspflichtig Beschäftigten an der erwerbsfähigen Gesamtbevölkerung an. Sie lässt Rückschlüsse auf die soziale Situation der Bevölkerung zu. Eine hohe Beschäftigungsquote sichert die wirtschaftliche und soziale Inklusion und ist Grundvoraussetzung für eine eigenständige Lebensplanung sowie gesellschaftliche Teilhabe. Dem Prinzip der Ganzheitlichkeit folgend, hat die Beschäftigungsquote auch eine große Bedeutung für die Zukunftsfähigkeit einer Kommune und steht in enger Verbindung zwischen der ökonomischen, ökologischen und sozialen Dimension. Bei der Bezugsgröße Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Es bestehen leichte Unterschiede zu den im „Wegweiser Kommune“/SDG-Portal der Bertelsmann-Stiftung veröffentlichten Werte, die im unterschiedlichen Umgang mit Gebietsstandsumrechnungen und Geheimhaltungsfällen resultieren.",Beschäftigtenstatistik der Bundesagentur für Arbeit,Werkgelegenheid en werkgelegenheid,Aantal werknemers,"SV werknemers in de leeftijd van 15-64 jaar in de woonplaats < tijdpunt> / E 15 -"" 65 jaar < tijdpunt> x 100","De arbeidsparticipatie geeft het aandeel van de werknemers die een sociale verzekering moeten betalen aan de totale beroepsbevolking aan en geeft inzicht in de sociale situatie van de bevolking. Een hoge arbeidsparticipatie garandeert de economische en sociale inclusie en is een basisvoorwaarde voor een autonome levensplanning en maatschappelijke participatie. Het beginsel van de holistische participatie houdt ook in dat de arbeidsparticipatie van groot belang is voor de levensvatbaarheid van een gemeente en nauw verband houdt met de economische, ecologische en sociale dimensie. Bij de referentiegrootte van de bevolking dient te worden opgemerkt dat de cijfers vóór 2011 gebaseerd zijn op de volkstelling 1987 (BRD) en 1981 (DDR) en vanaf 2011 op de actualisering op basis van de Zensus 2011. Er zijn kleine verschillen met de waarden die in de ""wegwijzer commune""/SDG-portaalsite van de Bertelsmann-stichting zijn gepubliceerd en die voortvloeien uit verschillen in de omgang met de regio's en geheimhouding.",Werknemersstatistieken van het Bundes Agency für Arbeit
94,Beschäftigung und Erwerbstätigkeit,Quote jüngere Beschäftigte,SV Beschäftigte WO 15 bis unter 30 Jahre <Zeitpunkt> / E 15 -< 30 Jahre <Zeitpunkt> x 100,"Der Indikator gibt die SV Beschäftigten am Wohnort im Alter von 15 bis 30 Jahren je 100 Einwohner dieser Altersgruppe an. Ein hoher Anteil ist ein Hinweis auf eine eher 'junge' Beschäftigtenstruktur und ein Maß für potenzielle Ressourcen auf dem Arbeitsmarkt. Sozialversicherungspflichtig Beschäftigte sind Arbeiter, Angestellte und Personen in beruflicher Ausbildung, die in der gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind. Keine Berücksichtigung finden hier also Beamte, Selbständige, mithelfende Familienangehörige oder geringfügig Beschäftigte. Insgesamt werden so nur rund 75% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Bei der Bezugsgröße der 15- bis unter 30-Jährigen ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei den Beschäftigten handelt es sich um Zahlen zum Stichtag 30.06., bei der Bevölkerung um Zahlen zum Stichtag 31.12. des Jahres.",Beschäftigtenstatistik der Bundesagentur für Arbeit,Werkgelegenheid en werkgelegenheid,Percentage jongere werknemers,"SV Werknemers WO 15 tot minder dan 30 jaar <Tijdpunt> / E 15 -.."" 30 jaar <Tijdpunt> x 100","De indicator geeft de SV-werknemers aan in hun woonplaats in de leeftijd van 15 tot 30 jaar per 100 inwoners van deze leeftijdsgroep. Een hoog percentage wijst op een meer 'jonge' arbeidsstructuur en op een niveau van potentiële middelen op de arbeidsmarkt. Werknemers in de sociale zekerheid zijn werknemers, werknemers en werknemers in de beroepsopleiding die verplicht zijn verzekerd in de wettelijke pensioen-, ziekte- en/of werkloosheidsverzekering. Hierbij wordt dus geen rekening gehouden met ambtenaren, zelfstandigen, medewerkende gezinsleden of kleine werknemers. In totaal worden slechts ongeveer 75% van alle werknemers geregistreerd. Ondanks deze beperking worden de werknemers die een sociale verzekering hebben, gebruikt als maatstaf van de werkgelegenheid die beschikbaar is voor de arbeidsmarkt. Bij de referentieomvang van de 15- tot jonger dan 30-jarigen moet er rekening mee worden gehouden dat de cijfers vóór 2011 betrekking hebben op de actualisering op basis van de volkstelling 1987 (BRD) en 1981 (DDR) en vanaf 2011 op de actualisering op basis van de Zensus 2011.",Werknemersstatistieken van het Bundes Agency für Arbeit
95,Beschäftigung und Erwerbstätigkeit,Quote ältere Beschäftigte,SV Beschäftigte im Alter von 55 bis 64 Jahren am Wohnort <Zeitpunkt> / E 55 -< 65 Jahre <Zeitpunkt> x 100,"Die Beschäftigungsquote 55- bis 64-Jähriger gibt den Anteil der sozialversicherungspflichtigen Beschäftigten an der Gesamtbevölkerung gleichen Alters an. Sie lässt Rückschlüsse auf die Erwerbschancen einer demographischen Gruppe zu, die nach Arbeitslosigkeit oft nur unter großen Anstrengungen wieder in das Berufsleben zurückfindet. Dies hat mitunter erhebliche Auswirkungen auf die soziale und gesundheitliche Situation. Eine hohe Beschäftigungsquote dieser Altersgruppe sichert die wirtschaftliche und soziale Inklusion im Sinne der Sicherstellung einer eigenständigen Lebensplanung sowie gesellschaftlicher Teilhabe. Bei der Bezugsgröße Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Es bestehen leichte Unterschiede zu den im „Wegweiser Kommune“/SDG-Portal der Bertelsmann-Stiftung veröffentlichten Werte, die im unterschiedlichen Umgang mit Gebietsstandsumrechnungen und Geheimhaltungsfällen resultieren.",Beschäftigtenstatistik der Bundesagentur für Arbeit,Werkgelegenheid en werkgelegenheid,Percentage oudere werknemers,SV Werknemers in de leeftijd van 55-64 jaar in de woonplaats <tijdpunt> / E 55-' 65 jaar < tijdpunt> x 100,"De arbeidsparticipatie van 55-64-jarigen geeft het aandeel van de sociaal verzekerden in de totale bevolking van dezelfde leeftijd weer. Zij geeft een indicatie van de arbeidskansen van een demografische groep, die na werkloosheid vaak slechts onder grote inspanningen terugkomt in het beroepsleven. Dit heeft soms aanzienlijke gevolgen voor de sociale en gezondheidssituatie. Een hoge arbeidsparticipatie van deze leeftijdsgroep garandeert de economische en sociale inclusie in de zin van het waarborgen van een zelfstandige levensplanning en maatschappelijke participatie. Bij de referentiegrootte van de bevolking moet worden opgemerkt dat de cijfers vóór 2011 betrekking hebben op de actualisering op basis van de volkstelling 1987 (BRD) en 1981 (DDR) en vanaf 2011 op de actualisering op basis van de Zensus 2011. Er zijn kleine verschillen met de waarden die in de ""wegwijzer commune""/SDG-portaalsite van de Bertelsmann-stichting worden gepubliceerd, die voortvloeien uit verschillen in de omgang met de territoriale niveaus en geheimhouding.",Werknemersstatistieken van het Bundes Agency für Arbeit
