select,category,category_de,category_nl,name,name_de,algorithmus,description,statistical_basis,name_nl,source_de,source_id_de,source_nl,source_id_nl,gemeinden,kreise,zeitbezug_gemeinden,zeitbezug_kreise
,,Arbeitslosigkeit,,,Langzeitarbeitslose,"Arbeitslose, 1 Jahr und länger arbeitslos, <Zeitpunkt> / Arbeitslose <Zeitpunkt> x 100","Als langzeitarbeitslos gelten solche Arbeitslose, die ein Jahr und länger bei den Agenturen für Arbeit oder bei den Trägern für Grundsicherung für Arbeitsuchende nach dem SGB II arbeitslos gemeldet waren. Ein hoher Anteil an Langzeitarbeitslosen ist Ausdruck einer ökonomischen Strukturschwäche, die sich in besonderem Maße auf die finanzielle, soziale und gesundheitliche Situation der Betroffenen und ihrer Angehörigen auswirkt und auch die finanzielle Situation der Kommune beeinträchtigen kann. Darüber hinaus kann sich verstärkt auftretende Langzeitarbeitslosigkeit auf den sozialen Zusammenhalt und die allgemeine Lebensqualität einer Kommune niederschlagen und Abwanderungsprozesse in Gang setzen. Neben der allgemeinen Wirtschaftslage haben besonders die regionalspezifischen ökonomischen Strukturen (von ökonomischen Strukturumbrüchen) Einfluss auf die Zahl der Langzeitarbeitslosen vor Ort. Auch die allgemeine geographische Lage (zentral oder peripher gelegene Kommune) und die demographische Situation sind wichtige Rahmenbedingungen, die auf diesen Indikator wirken. Es ergeben sich leichte  Abweichungen zu den im ""Wegweiser Kommune""/SDG-Portal veröffentlichten Werte durch den unterschiedlichen Umgang mit Gebietsstandsänderungen und Geheimhaltungsfällen.",Statistik der Bundesagentur für Arbeit,,Inkar,14575,,,,X,,1995 - 2020
,,Arbeitslosigkeit,,,Arbeitslosenquote Frauen,Arbeitslose Frauen <Zeitpunkt> / weibliche zivile Erwerbspersonen <Zeitpunkt> x 100,"Die Arbeitslosenquote der Frauen zeigt die relative Unterauslastung des Arbeitskräfteangebots von Frauen an. Für die Bezugsgröße (Nenner) gibt es unterschiedliche Varianten!. hier werden die weiblichen zivilen Erwerbspersonen als Bezugsgröße gewählt. Weibliche zivile Erwerbspersonen umfassen die weiblichen zivilen Erwerbstätigen und weibliche Arbeitslose. Daten zu den zivilen Erwerbspersonen nach Geschlecht werden seitens der BA erst ab 2008 zur Verfügung gestellt. Bei der Interpretation der Arbeitslosenquote der Frauen nach den Arbeitsmarktreformen 2005 ist zu berücksichtigen, die Zunahme atypischer Beschäftigungsverhältnisse (geringfügige Beschäftigung, Teilzeit unter 20 Stunden pro Woche) stärker relevant sind als bei Männern und daher nicht hinreichend die Unterauslastung des Arbeitskräfteangebotes widerspiegelt.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,Inkar,14986,,,,X,,2008 - 2020
,,Arbeitslosigkeit,,,Arbeitslosenquote Männer,Arbeitslose Männer <Zeitpunkt> / männliche zivile Erwerbspersonen <Zeitpunkt> x 100,Die Arbeitslosenquote der Männer zeigt die relative Unterauslastung des Arbeitskräfteangebots von Männer an. Für die Bezugsgröße (Nenner) gibt es unterschiedliche Varianten!. hier werden die männlichen zivilen Erwerbspersonen als Bezugsgröße gewählt. Männliche zivile Erwerbspersonen umfassen die männlichen zivilen Erwerbstätigen und männliche Arbeitslose. Daten zu den zivilen Erwerbspersonen nach Geschlecht werden seitens der BA erst ab 2008 zur Verfügung gestellt.,Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,Inkar,14987,,,,X,,2008 - 2020
,,Arbeitslosigkeit,,,Arbeitslose Frauen,Arbeitslose Frauen <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit betroffenen Frauen gegenüber der von Männern. Zwar haben sich die Unterschiede zwischen den Geschlechtern verringert, doch sind  –absolut und relativ –Frauen seltener als Männer erwerbstätig. Frauen sind nicht ganz entsprechend ihrem Anteil an den Arbeitslosen und ihrer relativen Betroffenheit von Arbeitslosigkeit an der Förderung durch arbeitsmarktpolitische Maßnahmen beteiligt.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,Inkar,15026,,,,X,,1995 - 2020
,,Arbeitslosigkeit,,,Arbeitslose Männer,Arbeitslose Männer <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit betroffenen Männer gegenüber der von Frauen. Männer haben ein höheres Risiko, ihre Beschäftigung zu verlieren und arbeitslos zu werden, aber auch bessere Chancen, Arbeitslosigkeit durch Aufnahme einer Beschäftigung wieder zu überwinden. Das liegt auch daran, dass Männer öfter in konjunktur- bzw. saisonabhängigen Berufen arbeiten.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,Inkar,15027,,,,X,,1995 - 2020
,,Arbeitslosigkeit,,,Ausländische Arbeitslose,Ausländische Arbeitslose <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit betroffenen ausländischen gegenüber deutschen Staatsbürgerinnen und -bürgern. Ausländische Areitslose sind Einwohner und Einwohnerinnen, die sich im Bundesgebiet aufhalten, ohne die deutsche Staatsbürgerschaft im Sinne von Artikel 116 Grundgesetz zu besitzen, und sich arbeitslos gemeldet haben. Der Anteil ausländischer Arbeitsloser ist abhängig von dem Niveau, in der Regionaleinheit lebender ausländischer Staatsbürgerinnen und -bürgern sowie ihrer Erwerbsbeteiligung. Für die Arbeitslosigkeitsentwicklung für ausländische Staatsbürger können auch Veränderungen auf der Arbeitskräftangebotsseite von Einfluss sein. Die Daten zur Arbeitslosigkeit dürften zudem von den Regelungen zur Arbeitnehmerfreizügigkeit für die EU-Beitrittsstaaten und durch die Flüchtlingsmigration beeinflusst sein.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,Inkar,15028,,,,X,,1995 - 2020
,,Arbeitslosigkeit,,,Ausländische weibliche Arbeitslose,Ausländische weibliche Arbeitslose <Zeitpunkt> / weibliche Arbeitslose <Zeitpunkt> x 100,Anteil der von Arbeitslosigkeit betroffenen weiblichen ausländischen Staatsbürgerinnen gegenüber den weiblichen deutschen Staatsbürgerinnen. Der Anteil ist abhängig vom Niveau der ausländischen Staatsbürgerinnen im erwerbsfähigen Alter und ihrer Erwerbsbeteiligung. Die Erwerbsbeteiligung ausländischer Staatsbürgerinnen ist deutlich niedriger als die der deutschen Staatsbürgerinnen.,Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,Inkar,15029,,,,X,,1998 - 2020
,,Arbeitslosigkeit,,,Ausländische männliche Arbeitslose,Ausländische männliche Arbeitslose <Zeitpunkt> / männliche Arbeitslose <Zeitpunkt> x 100,Anteil der von Arbeitslosigkeit betroffenen männlichen ausländischen Staatsbürgern gegenüber den männlichen deutschen Staatsbürgern. Der Anteil ist abhängig vom Niveau der ausländischen Staatsbürger im erwerbsfähigen Alter und ihrer Erwerbsbeteiligung. Die Erwerbsbeteiligung ausländischer Staatsbürger ist nur wenig niedriger als die der deutschen Staatsbürger.,Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,Inkar,15030,,,,X,,1998 - 2020
,,Arbeitslosigkeit,,,Arbeitslose ohne Ausbildung,Arbeitslose ohne Berufsausbildung <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit Betroffenen ohne Berufsausbildung gegenüber denen mit Berufsausbildung. Zur Berufsausbildung gehören betriebliche Ausbildung, schulische Ausbildung und Studium. Weiterbildungen fallen nicht unter diesen Begriff. Hat eine Person mehrere Berufsausbildungen, wird in den Statistiken in aller Regel die zuletzt abgeschlossene Berufsausbildung ausgewiesen. Beschäftigte ohne Berufsausbildung tragen ein hohes Risiko, den Arbeitsplatz zu verlieren und kein neues Arbeitsverhältnis aufnehmen zu können.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,Inkar,15031,,,,X,,2009 - 2020
,,Arbeitslosigkeit,,,Arbeitslose mit Anforderungsniveau Experte,Arbeitslose Anforderungsniveau Experte <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit Betroffenen mit einer Einstufung als Experte gegenüber denen anderer Anforderungsniveaus. Das Anforderungsniveau wird seit 2010  nach Klassifikation der Berufe gruppiert. Experte führen hoch komplexe Tätigkeiten aus. Sie besitzen ein sehr hohes Kenntnis- und Fertigkeitsniveau, übernehmen Leitungs- und Führungsaufgaben. Voraussetzung sind eine mindestens vierjährige Hochschulausbildung oder entsprechende Berufserfahrung. Die Summe der Anteile über alle Anforderungsniveaus ist  <100 %, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist. Experten, Spezialisten und Fachkräfte haben ein geringes Risiko, den Arbeitsplatz zu verlieren und kurzfristig kein neues Arbeitsverhältnis zu finden.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,Inkar,15032,,,,X,,2010 - 2020
,,Arbeitslosigkeit,,,Arbeitslose mit Anforderungsniveau Spezialist,Arbeitslose Anforderungsniveau Spezialist <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit Betroffenen mit einer Einstufung als Spezialist gegenüber denen anderer Anforderungsniveaus. Das Anforderungsniveau wird seit 2010  nach Klassifikation der Berufe gruppiert. Spezialisten führen komplexe Spezialistentätigkeiten aus. Sie verfügen über Spezialkenntnisse und -Fertigkeiten und führen gehobene Fach- und Führungsaufgaben durch. Voraussetzungen sind Meister- oder Technikerausbildung oder ein gleichwertiger Fachschul- oder Hochschulabschluss. Die Summe der Anteile über alle Anforderungsniveaus ist  <100 %, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist. Spezialisten, Experten und Fachkräfte haben ein geringes Risiko, den Arbeitsplatz zu verlieren und kurzfristig kein neues Arbeitsverhältnis zu finden.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,Inkar,15033,,,,X,,2010 - 2020
,,Arbeitslosigkeit,,,Arbeitslose mit Anforderungsniveau Fachkraft,Arbeitslose Anforderungsniveau Fachkraft <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit Betroffenen mit einer Einstufung als Fachkraft gegenüber denen anderer Anforderungsniveaus. Das Anforderungsniveau wird seit 2010  nach Klassifikation der Berufe gruppiert. Fachkräfte führen fachlich ausgerichtete Tätigkeiten aus. Sie besitzen fundierte Fachkenntnisse und Fertigkeiten!. Voraussetzung sind ein Abschluss einer mindestens zweijährigen Berufsausbildung oder vergleichbare Qualifikationen. Die Summe der Anteile über alle Anforderungsniveaus ist  <100 %, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist. Fachkräfte, Experten und Spezialisten haben ein geringes Risiko, den Arbeitsplatz zu verlieren und kurzfristig kein neues Arbeitsverhältnis zu finden.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,Inkar,15034,,,,X,,2010 - 2020
,,Arbeitslosigkeit,,,Arbeitslose mit Anforderungsniveau Helfer,Arbeitslose Anforderungsniveau Helfer <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit Betroffenen mit einer Einstufung als Helfer gegenüber denen anderer Anforderungsniveaus. Das Anforderungsniveau wird seit 2010  nach Klassifikation der Berufe gruppiert. Helfer führen Helfer- und Anlerntätigkeiten aus, wozu einfache, wenig komplexe (Routine-)Tätigkeiten zählen. Hierfür ist kein formaler beruflicher Bildungsabschluss notwendig oder eine einjährige (geregelte) Berufsausbildung nachzuweisen. Die Summe der Anteile über alle Anforderungsniveaus ist  <100 %, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist. Helfer haben, da häufig ohne Berufsabschluss, ein hohes Risiko, den Arbeitsplatz zu verlieren und langfristig auch kein neues Arbeitsverhältnis zu finden.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,Inkar,15035,,,,X,,2010 - 2020
,,Arbeitslosigkeit,,,Anteil jüngere Arbeitslose,Arbeitslose < 25 Jahre / Arbeitslose x 100,"Anteil der von Arbeitslosigkeit betroffenen unter 25-Jährigen gegenüber anderen Altersgruppen. Arbeitslosigkeit beginnt frühestens mit Vollendung des 15. Lebensjahres. Der Anteil gibt an, wie schwer der Berufseintritt für die jüngeren Erwerbstätigen kurzfristig ist. Regionale Unterschiede lassen sich u.a. auch auf die Anteile an Quoten junger Menschen ohne hinreichende Schul- und Berufsausbildung erklären. ",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,Inkar,15127,,,,X,,1995 - 2020
,,Arbeitslosigkeit,,,Arbeitslosenquote Jüngere,Arbeitslose < 25 Jahre / zivile Erwerbspersonen < 25 Jahre x 100,Die Arbeitslosenquote der unter 25-Jährigen zeigt die relative Unterauslastung des Arbeitskräfteangebots von Erwerbstätigen unter 25 Jahren an. Arbeitslosigkeit beginnt frühestens mit Vollendung des 15. Lebensjahres. Für die Bezugsgröße (Nenner) gibt es unterschiedliche Varianten!. hier werden die zivilen Erwerbspersonen von 15 bis unter 25 Jahren als Bezugsgröße gewählt. Zivile Erwerbspersonen unter 25 Jahren umfassen die zivilen Erwerbstätigen 15 bis unter 25 Jahren und Arbeitslose 15 bis unter 25 Jahre. Daten zu den zivilen Erwerbspersonen nach Altersgruppen werden seitens der BA erst ab 2008 zur Verfügung gestellt. ,Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),,Inkar,15506,,,,X,,2008 - 2020
